name,rarity,description,type
Crystal Abundance,Common,Send 4 Crystal Beast cards from your Spell and Trap Card Zone to the Graveyard. Send all cards on the field to the Graveyard. Then Special Summon as many Crystal Beast Monsters as possible from your Graveyard up to the number of your opponents cards that were sent to the Graveyard by this cards effect.,Spell
Crystal Promise,Common,Select 1 Crystal Beast card in your Spell and Trap Card Zone and Special Summon it.,Spell
Lucky Iron Axe,Rare,The equipped Monster gains 500ATK. When this face-up card is destroyed and sent to the Graveyard by a card effect that your opponent controls draw 1 card.,Spell
Tornado,Common,Activate only when there are 3 or more cards in your opponents Spell and Trap Card Zone. Destroy 1 card in your opponents Spell and Trap Card Zone.,Spell
Wild Fire,Common,Pay 500 Life Points. Destroy a face-up Blaze Accelerator card you control and destroy all Monsters on the field. Then Special Summon 1 Wild Fire Token (Pyro-Type/FIRE/Level 3/ATK1000/DEF1000) in Attack Position. Also you cannot declare an attack this turn.,Spell
Blaze Accelerator,Common,You can send 1 Pyro-Type Monster with 500 ATK or less from your hand to the Graveyard to destroy 1 Monster your opponent controls but you cannot declare an attack during this turn if you do.,Spell
Tri-Blaze Accelerator,Super Rare,Activate only by sending 1 face-up Blaze Accelerator on your side of the field to the Graveyard. You can send 1 Pyro-Type Monster from your hand to the Graveyard to destroy 1 Monster your opponent controls and inflict 500 damage to your opponent but you cannot declare an attack during this turn if you do.,Spell
Field Barrier,Common,Field Spell Cards cannot be destroyed. Also a new Field Spell Card cannot be activated. You can only control 1 face-up Field Barrier at a time,Spell
A Cell Breeding Device,Common,During each of your Standby Phase put 1 A-Counter on 1 face-up Monster your opponent controls.,Spell
Otherworld - The A Zone,Common,If your opponents Monster battles an Alien Monster you control the opponents Monster loses 300 ATK and DEF during damage calculation only.,Spell
Ancient City - Rainbow Ruins,Rare,"This card gets these effects based on the number of Crystal Beast Monsters in your Spell and Trap Card Zone.
1+ This card cannot be destroyed by a card effect.
2+ Once per turn you can halve the Battle Damage you take.
3+ You can send one Crystal Beast Monster you control to the Graveyard to negate the activation of a Spell or Trap Card and destroy it.
4+ Once per turn during your Main Phase you can draw 1 card.
5+ Once per turn during your Main Phase  you can Special Summon 1 Crystal Beast card from your Spell and Trap Card Zone.",Spell
Triggered Summon,Rare,Activate only when a Monster is Special Summoned to your opponents side of the field. Each player can Special Summon 1 Level 4 or lower Monster from their hand.,Trap
Last Resort,Common,Activate only when your opponents Monster declares an attack. You can select 1 Ancient City-Rainbow Ruins from your Deck and activate it. If your opponent had an active Field Spell Card when this card was activated they can draw 1 card.,Trap
Crystal Raigeki,Common,Send 1 Crystal Beast card from your Spell and Trap Card Zone to the Graveyard. Destroy 1 card your opponent controls.,Trap
Volcanic Recharge,Common,Return up to 3 Volcanic Monster cards from your Graveyard to your Deck.,Trap
Terrible Deal,Common,Activate only by paying 1000 Life Points when your opponent activates a Spell Card. Your opponent discards 1 random card.,Trap
Breakthrough!,Common,Select 1 Six Samurai Monster you control. If the selected Monster destroys an opponents Monster by battle Great Shogun Shien and all Six Samurai Monsters you control can attack your opponent directly during the Battle Phase of this turn.,Trap
Backs to the Wall,Common,Pay Life Points so that you only have 100 left. Special Summon as many Six Samurai Monsters from your Graveyard as possible. You cannot Special Summon more than 1 Monster with the same name or a Monster that has the same name as a Monster you already control.,Trap
Introduction to Gallantry,Common,Activate only when your opponent has 5 or more cards in their hand. Your opponent discards 1 random card.,Trap
Secrets of the Gallant,Common,Select 1 Normal Monster you control. When the selected Monster inflicts Battle Damage to your opponent this turn your opponent discards 2 random cards.,Trap
Radiant Mirror Force,Super Rare,Activate only when your opponent declares an attack while they control 3 or more attack position Monsters. Destroy all attack position Monsters your opponent controls.,Trap
Hard-Sellin Goblin,Common,Each time a Monster you control inflicts Battle Damage to your opponent return 1 card in your opponents Spell and Trap Card Zone to their hand.,Trap
Hard-Sellin Zombie,Common,Each time a Monster you control inflicts Battle Damage to your opponent select 1 card from your opponents Graveyard and return it to the bottom of their Deck.,Trap
Mass Hypnosis,Common,Activate only while you control an Alien Monster. Select and take control of up to 3 of your opponents Monsters that each have an A-Counter(s) on them. This card is destroyed during the End Phase of the turn it activated.,Trap
Gem Flash Energy,Common,During each of your Standby Phase inflict damage to your opponent equal to the number of face-up Continuous Spell Cards on the field x300.,Trap
Firewall,Rare,When your opponent declares a direct attack you can negate that Monsters attack by removing from play 1 Pyro-Type Monster in your Graveyard. Pay 500 Life Points during each of your Standby Phase. If you do not destroy this card.,Trap
Diabolos King of the Abyss,Secret Rare,This card cannot be Special Summoned. If this card is Tribute Summoned the Tributes must be DARK. This card cannot be Tributed by a cards effect. During your opponents Draw Phase before they draw look at the top card of their Deck then put that card on the top or the bottom of their Deck.,Monster
Lich Lord King of the Underworld,Secret Rare,If you Tribute Summon this card the Tribute must be DARK. If this card is Tributed by a cards effect and sent to the Graveyard it returns to its owners hand.,Monster
Prometheus King of the Shadows,Secret Rare,When you Normal Summon this card remove from play any number of DARK Monsters in your Graveyard. This card gains 400 ATK for each removed card until the End Phase of this turn.,Monster
Mist Archfiend,Secret Rare,You can Normal Summon this card without Tributing a Monster. If you Normal Summon it this way during the End Phase it is destroyed and you take 1000 damage.,Monster
Plague Wolf,Secret Rare,Once per turn you can change this cards ATK to twice its original ATK. If you do this destroy this card during the End Phase.,Monster
Recurring Nightmare,Secret Rare,Select 2 DARK Monster with 0 DEF from your Graveyard and return them to your hand.,Spell
Sword of Dark Rites,Secret Rare,Equip only to a DARK Monster. It gains 400 ATK. When the equipped Monster is Tributed and this card is sent to the Graveyard return this card to your hand.,Spell
Eradicator Epidemic Virus,Secret Rare,Tribute 1 DARK Monster with an ATK of 2500 points and choose Spell or Trap Cards. Check all Spell and Trap Cards on your opponents side of the field your opponents hand and all cards they draws (until the end of your opponents next 3rd turn after this cards activation) and destroy all cards of the chosen type.,Trap
Phantom Beast Rock-Lizard,Super Rare,If youre Tributing a Phantom Beast Monster or Gazelle the King of Mythical Beasts this card can be Normal Summon with 1 Tribute. When this card destroys a Monster  by battle inflict 500 damage to your opponent. When this card  is destroyed and sent to the Graveyard by your opponents card effect inflict 2000 damage to your opponent.,Monster
Gemini Summoner,Secret Rare,Once per turn during your opponents End Phase you can pay 500 Life Points to Normal Summon or Set 1 Gemini monster from your hand or Normal Summon 1 face-up Gemini monster you control. Once per turn if this card would be destroyed by battle it is not destroyed. (Damage calculation is applied normally).,Monster
Alien Shocktrooper,Common,The Aliens have used a mysterious biological substance to create a supreme race of soldiers. They do not have the natural powers of the other Aliens but can make stunning physical attacks.,Monster
Volcanic Rat,Common,This mutated mouse dwells in the core of active volcanoes. No amount of heat is too much for it to bear.,Monster
Renge Gatekeeper of Dark World,Common,His renowned olympic physique has made him famous with the populace of Dark World. They call him Iron Wall Renge because no one can break through his incredible defenses.,Monster
Hunter Dragon,Rare,This dragon has taken down countless prey with its sharp fangs. It strikes very quickly because if it does not strike first it is vulnerable to a counter-attack.,Monster
Venom Cobra,Common,Hard scales cover all parts of this gigantic cobra. It hunts by shooting out massive amounts of venom but because of its large size its attack pattern is easily predicted.,Monster
Rainbow Dragon,Secret Rare,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except from your hand while you have 7 “Crystal Beast” cards with different names on the field or in your Graveyard. This card cannot activate its effects the turn it is Special Summoned. 
? Send all “Crystal Beast” monsters you control to the Graveyard; this card gains 1000 ATK for each card sent. You can activate this effect during either player’s turn. 
? You can remove from play all “Crystal Beast” Monster Cards in your Graveyard to return all cards on the field to their owners’ Decks.",Monster
Chrysalis Pantail,Common,You can Tribute this card while Neo-Space is on the field to Special Summon 1 Neo-Spacian Dark Panther from your hand or Deck.,Monster
Chrysalis Chicky,Common,You can Tribute this card while Neo-Space is on the field to Special Summon 1 Neo-Spacian Air Hummingbird from your hand or Deck.,Monster
Chrysalis Pinny,Common,You can Tribute this card while Neo-Space is on the field to Special Summon 1 Neo-Spacian Glow Moss from your hand or Deck.,Monster
Chrysalis Larva,Common,You can Tribute this card while Neo-Space is on the field to Special Summon 1 Neo-Spacian Flare Scarab from your hand or Deck.,Monster
Chrysalis Mole,Common,You can Tribute this card while Neo-Space is on the field to Special Summon 1 Neo-Spacian Grand Mole from your hand or Deck.,Monster
Necro Gardna,Rare,Remove from play this card in your Graveyard to negate 1 attack from a monster your opponent controls.,Monster
Vennominaga the Deity of Poisonous Snakes,Secret Rare,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except with its own effect or with Rise of the Snake Deity. This card gains 500 ATK for each Reptile-Type monster in your Graveyard. This card cannot be targeted and is unaffected by the effects of other Monsters Spells and Traps. When this card is destroyed by battle and sent to the Graveyard you can remove from play 1 other Reptile-Type monster from your Graveyard to Special Summon this card. When this card inflicts Battle Damage to your opponent place 1 Hyper-Venom Counter on it. When 3 Hyper-Venom Counters are on this card you win the Duel.,Monster
Vennominon the King of Poisonous Snakes,Ultra Rare,This card cannot be Special Summoned by another Effect Monsters effect. This card is unaffected by Venom Swamp. This card gains 500 ATK for each Reptile-Type monster in your Graveyard. When this card is destroyed by battle and sent to the Graveyard you can remove from play 1 other Reptile-Type monster in your Graveyard to Special Summon this card.,Monster
Venom Snake,Common,Once per turn you can place 1 Venom Counter on 1 Monster your opponent controls. If you activate this effect this card cannot attack during this turn.,Monster
Venom Boa,Common,Once per turn you can place 2 Venom Counters on 1 Monster your opponent controls. If you activate this effect this card cannot attack during this turn.,Monster
Venom Serpent,Common,Once per turn you can place 1 Venom Counter on 1 Monster your opponent controls.,Monster
Elemental Hero Neos Alius,Common,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? This face-up cards name is treated as Elemental Hero Neos.",Monster
Chthonian Emperor Dragon,Ultra Rare,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? This card can attack twice during the same Battle Phase.",Monster
Aquarian Alessa,Super Rare,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it treated as an Effect Monster with this effect:
? When this card destroys an opponents monster by battle and sends it to the Graveyard they discard 1 random card.",Monster
Lucky Pied Piper,Super Rare,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? When this card destroys an opponents monster by battle and sends it to the Graveyard draw 1 card.",Monster
Grasschopper,Rare,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? This card can attack all monsters your opponent controls once each.",Monster
Goggle Golem,Common,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? The original ATK of this card becomes 2100.",Monster
Dawnbreak Gardna,Common,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? The original DEF of this card becomes 2300.",Monster
Doom Shaman,Super Rare,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? Once per turn you can Special Summon 1 Fiend-Type monster from your hand or from either players Graveyard. When this card is removed from the field destroy all Fiend-Type monsters Special Summoned by this effect.",Monster
King Pyron,Common,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? Once per turn you can inflict 1000 damage to your opponent.",Monster
Shadow Delver,Common,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? Once per turn you can select 1 face-up Level 4 or lower DARK Monster you control. It can attack your opponent directly.",Monster
Flint Lock,Common,Once per turn you can equip a Flint on the field to this card. You can take any Flint card equipped to this card and equip it to another face-up Monster. This card can only be equipped with 1 Flint at a time. While equipped with Flint this  card is unaffected by Flints effects and cannot be destroyed in battle.,Monster
Gravitic Orb,Common,FLIP: Change the Battle Positions of all face-up Monsters your opponent controls.,Monster
Phantom Cricket,Common,FLIP: Return 1 face-up monster from the field to the top of its owners Deck.,Monster
Crystal Seer,Ultra Rare,FLIP: Pick up 2 cards from the top of your Deck. Select 1 of those cards and add it to your hand and put the other card on the bottom of your Deck.,Monster
Neo-Spacian Pathfinder,Rare,You can discard this card to the Graveyard to add 1 Neo Space from your Deck or Graveyard to your hand.,Monster
Frost and Flame Dragon,Secret Rare,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 1 FIRE and 2 WATER monsters from your Graveyard. Once per turn you can discard 1 card to destroy 1 monster on the field.,Monster
Desert Twister,Ultra Rare,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 1 EARTH and 2 WIND monsters from your Graveyard. Once per turn you can discard 1 card to destroy 1 Spell or Trap Card on the field.,Monster
Ritual Raven,Common,If you Ritual Summon a DARK Ritual Monster this 1 card can be used as the entire Tribute.,Monster
Razor Lizard,Common,While you control another Reptile-Type monster if this card attacks a face-down Defense Position monster destroy the monster immediately with this cards effect without flipping it face-up or applying Damage Calculation.,Monster
Light Effigy,Common,If you Tribute Summon a LIGHT Monster you can treat this 1 Monster as 2 Tributes.,Monster
Dark Effigy,Common,If you Tribute Summon a DARK Monster you can treat this 1 Monster as 2 Tributes.,Monster
Zombie Master,Super Rare,Once per turn you can send 1 Monster Card from your hand to your Graveyard to Special Summon 1 Level 4 or lower Zombie-Type Monster from either players Graveyard.,Monster
Neo-Spacian Marine Dolphin,Common,This cards name is also treated as Neo-Spacian Aqua Dolphin. This card cannot be Special Summon except by NEX. Once per turn you can discard 1 card to look at your opponents hand and select 1 Monster Card in it. If you control a Monster with ATK greater or equal to the selected monsters destroy the selected Monster and inflict 500 damage to your opponent.,Monster
Elemental Hero Marine Neos,Rare,"Elemental Hero Neos + Neo-Spacian Marine Dolphin
This card can only be Special Summon from your Fusion Deck by returning the above cards from you control to your Deck. (you do not use Polymerization). Once per turn you can select 1 random card from your opponents hand and destroy it.",Monster
Elemental Hero Darkbright,Ultra Rare,This monster cannot be Special Summoned except by Fusion Summon. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card inflict the difference as Battle Damage to your opponent. If this card attacks it is changed to Defense Position at the end of the Damage Step. If this card is destroyed destroy 1 monster your opponent controls.,Monster
Elemental Hero Magma Neos,Secret Rare,This card can only be Special Summoned from your Fusion Deck by returning the above cards you control to the Deck. (You do not use Polymerization). This card gains 400 ATK for each card on the field. This card returns to the Fusion Deck during the End Phase. When this card is returned to the Fusion Deck by this effect return all cards on the field to their owners hands.,Monster
Ojama Knight,Common,"1 Ojama Monster + 1 Ojama Monster
Select up to 2 of your opponents Monster Card Zones. The selected zones cannot be used.",Monster
Fifth Hope,Super Rare,Select 5 Elemental Hero cards from your Graveyard and shuffle them into the Deck. Then draw 2 cards. Draw 3 cards instead if you had no other cards on your side of the field and in your hand when you activated this card.,Spell
Reverse of Neos,Common,Activate only when a face-up Neos Fusion Monster you control is destroyed. Special Summon 1 Elemental Hero Neos from your Deck in Attack Position. It gains 1000 ATK and is destroyed during the End Phase of this turn.,Spell
Convert Contact,Common,Activate only while you control no Monsters. Send 1 Neo-Spacian Monster from your hand and 1 from your Deck to the Graveyard. Then draw 2 cards.,Spell
Cocoon Party,Common,Special Summon 1 Chrysalis Monster from your Deck for each Neo-Spacian Monster with a different name in your Graveyard.,Spell
NEX,Common,Send 1 face-up Neo-Spacian Monster you control to the Graveyard. Special Summon 1 Level 4 Monster with the same name from your Fusion Deck.,Spell
Cocoon Rebirth,Common,You can Tribute 1 face-up Chrysalis Monster you control to Special Summon 1 Neo-Spacian Monster written in the card text of that card from either players Graveyard.,Spell
Venom Swamp,Common,Monsters lose 500 ATK for each Venom Counter on them. Destroy a Monster if its ATK becomes 0 by this effect. During each players End Phase place 1 Venom Counter on each face-up Monster except Venom Monsters.,Spell
Snake Rain,Rare,Discard 1 card. Select 4 Reptile-Type monsters from your Deck and send them to the Graveyard.,Spell
Venom Shot,Common,  Activate only while you control a face-up Venom monster Vennominaga the Deity of Poisonous Snakes or Vennominon the King of Poisonous Snakes. Send 1 Reptile-Type monster from your Deck to the Graveyard and place 2 Venom Counters on 1 face-up monster your opponent controls.,Spell
Cyberdark Impact!,Secret Rare,Return 1 Cyberdark Edge Cyberdark Keel and Cyberdark Horn from your side of the field hand or Graveyard to your Deck. Special Summon 1 Cyberdark Dragon from your Fusion Deck. (This Special Summon is treated as a Fusion Summon.),Spell
Flint Missile,Common,Destroy 1 Monster equipped with Flint. You can return this card to your Deck instead of sending it to the Graveyard after it resolves.,Spell
Double Summon,Rare,You can Normal Summon 1 additional time this turn. You can only gain this effect once per turn.,Spell
Summoners Art,Rare,Add 1 Level 5 or higher Normal Monster from your Deck to your hand.,Spell
Creature Seizure,Common,Each player gives their opponent control of 1 of their Monsters (controllers choice). You must choose a face-up Normal Monster.,Spell
Phalanx Pike,Rare,The equipped Monster gains 900 ATK for each card in either Graveyard that has the same name it does.,Spell
Symbols of Duty,Rare,Send 1 Normal Monster you control to the Graveyard. Select and Special Summon 1 monster from either Graveyard and equip it with this card. When this card is removed from the field destroy the equipped monster.,Spell
Amulet of Ambition,Common,Equip only to a Normal Monster. If it battles a monster  with a higher Level the equipped monster gains 500 ATK x the difference in Levels (during the battle only). When this card is sent to the Graveyard  you can return it to the top of the Deck.,Spell
Broken Bamboo Sword,Common,The equipped monster gains 0 ATK.,Spell
Mirror Gate,Super Rare,Activate only when your opponents monster declares an attack targeting a face-up Elemental Hero monster you control. Switch control of the opponents attacking monster with the targeted monster you control then calculate damage. Control of those monsters switches back during the End Phase of this turn.,Trap
Hero Counterattack,Common,Activate only when an Elemental Hero Monster you control is destroyed by battle. Your opponent selects 1 random card from your hand. If that card is an Elemental Hero Monster destroy 1 Monster your opponent controls then Special Summon the selected card.,Trap
Cocoon Veil,Common,Activate by tributing 1 face-up Chrysalis Monster. This turn any damage to a player caused by an effect becomes 0. Special Summon 1 Neo-Spacian Monster written on the Chrysalis Monster you Tributed from your hand Deck or from either players Graveyard.,Trap
Snake Whistle,Common,Activate only when a Reptile-Type Monster you control is destroyed. Special Summon 1 Level 4 or lower  Reptile-Type Monster from your Deck.,Trap
Damage = Reptile,Rare,Once per turn when you take Battle Damage from a battle involving a Reptile-Type monster you can Special Summon 1 Reptile-Type monster from your Deck with ATK less than or equal to the Battle Damage you took.,Trap
Snake Deitys Command,Rare,Activate by showing your opponent 1 Venom monster in your hand. Negate the activation and effect of an opponents Spell Card and destroy it.,Trap
Rise of the Snake Deity,Common,Activate only when a face-up Vennominon the King of Poisonous Snakes you control is destroyed. Special Summon 1 Vennominaga the Deity of Poisonous Snakes from your hand or Deck.,Trap
Ambush Fangs,Common,Activate only when a face-up Venom Monster you control is declared as an attack target. Negate the attack and end the Battle Phase. Then place 1 Venom Counter on the Monster that attacked.,Trap
Venom Burn,Common,Select 1 Monster with a Venom Counter(s). Remove all Venom Counters from that card and inflict 700 damage to your opponent for each Venom Counter removed.,Trap
Common Charity,Rare,Draw 2 cards then remove from play 1 Normal Monster Card from your hand. If you dont have any Normal Monster Cards in your hand to remove send all cards in your hand to the Graveyard.,Trap
Destructive Draw,Common,If either player has no cards in their hand at the start of their Draw Phase they can draw 1 more card in addition to their normal draw. This cards controller loses 700 Life Points during their End Phase. (If less than 700 they become 0 instead). When this face-up card is removed from the field inflict 3000 damage to the player who controlled it.,Trap
Shield Spear,Common,Target monster gains 400 ATK and DEF until the end of this turn.,Trap
Strike Slash,Common,Activate only when a Monster you control declares an attack. Until the end of this turn that Monster gains 700 ATK and during battle between that attacking Monster and a defense position Monster whose DEF is lower than the ATK of that card inflict the difference as Battle Damage to your opponent.,Trap
Spell Reclamation,Rare,Discard 1 card and chain this card to a Spell Card you activated. Whenever that Spell Card is sent to the Graveyard return it to its owners hand.,Trap
Trap Reclamation,Common,Discard 1 card and chain this card to a Trap Card you activated. Whenever that Trap Card is sent to the Graveyard return it to its owners hand.,Trap
Gift Card,Common,Your opponent gains 3000 Life Points.,Trap
The Gift of Greed,Common,Your opponent draws 2 cards.,Trap
Counter Counter,Common,Negate the activation of a Counter Trap Card and destroy it.,Trap
Oceans Keeper,Rare,During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card inflict the difference as Battle Damage to your opponent. When this card is destroyed by battle add 1 Thousand-Eyes Jellyfish or 1 Cranium Fish from your Deck to your hand.,Monster
Thousand-Eyes Jellyfish,Rare,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by tributing 1 Oceans Keeper. Your opponent must play with their hand revealed.,Monster
Cranium Fish,Secret Rare,You can Special Summon this card by Tributing 1 Oceans Keeper. You can discard 1 WATER monster to the Graveyard to destroy 1 face-down card.,Monster
Abyssal Kingshark,Secret Rare,Once per turn if this card would be destroyed by an effect that does not target it it is not destroyed.,Monster
Mormolith,Secret Rare,You can Tribute 1 EARTH monster to destroy all face-up monsters with a DEF equal to or less than the ATK of the Tributed monster.,Monster
Fossil Tusker,Rare,When this card destroys an opponents monster by battle and sends it to the Graveyard inflict 400 damage to your opponent.,Monster
Phantom Dragonray Bronto,Rare,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? The original ATK of this card becomes 2300. If this card attacks it is changed to Defense Position at the end of the Battle Phase. This cards battle position cannot be changed until the end of your next turn except with a card effect.",Monster
Il Blud,Secret Rare,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? Once per turn you can Special Summon 1 Zombie-Type monster from your hand or from either players Graveyard. When this card is removed from the field destroy all Zombie-Type monsters Special Summoned by this effect.",Monster
Blazewing Butterfly,Secret Rare,"This card is treated as a Normal Monster while it is face-up on the field or in the Graveyard. While this card is face-up on the field you can Normal Summon it to have it be treated as an Effect Monster with this effect:
? You can Tribute this card to Special Summon 1 Gemini monster from your Graveyard except Blazewing Butterfly. A Gemini monster Special Summoned by this effect is treated as an Effect Monster and gains its effect.",Monster
Masked Beast Des Gardius,Super Rare,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 2 monsters including at least 1 Grand Tiki Elder or Melchid the Four-Face Beast. When this card is sent from the field to the Graveyard equip 1 The Mask of Remnants from your Deck to 1 monster on the field.,Monster
The Mask of Remnants,Super Rare,Shuffle this card into its owners Deck OR if this card was put into play by the effect of Masked Beast Des Gardius this card is treated as an Equip Spell Card. Control of the equipped monster is switched.,Spell
Gladiator Beast Octavius,Secret Rare,When this card is Special Summoned by the effect of a Gladiator Beast monster destroy 1 face-down Spell or Trap Card. At the end of your Battle Phase if this card attacked or was attacked return this card to your Deck unless you discard 1 card.,Monster
Chamberlain of the Six Samurai,Common,The Six Samurai are supported from the shadows by this silent and mysterious warrior. His past is unknown to them but his countless scars are proof of his experience.,Monster
Cloudian - Smoke Ball,Common,Smoke Balls are newly born cloudians. They fear being alone and would rather swing and sway in the sky with their friends.,Monster
Evil Hero Malicious Edge,Super Rare,If your opponent controls a monster you can Normal Summon this card with 1 Tribute. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card inflict the difference as Battle Damage to your opponent.,Monster
Evil Hero Infernal Gainer,Rare,During your Main Phase 1 you can remove this card from play and select 1 face-up Fiend-Type monster you control. That monster can attack twice during each Battle Phase. Special Summon this card in face-up Attack Position during your second Standby Phase after you activate this effect.,Monster
Cloudian - Eye of the Typhoon,Super Rare,This cannot be destroyed by battle. If this is in the face-up Defense Position destroy it. When this card declares an attack change the battle positions of all face-up monsters except Cloudian Monsters.,Monster
Cloudian - Ghost Fog,Common,This card cannot be Special Summoned. All Battle Damage to either player from a battle involving this card  becomes 0. If this card is destroyed in battle  distribute new  Fog Counters equal to the Level of the monster that destroyed it among face-up monsters.,Monster
Cloudian - Nimbusman,Common,This cannot be destroyed by battle. If this is in the face-up Defense Position destroy it. You can Tribute any number of WATER monsters for the Tribute Summon of this card. When this card is Tribute Summoned place 1 Fog Counter on it for each WATER monster you tributed. This card gains 500 ATK for each Fog Counter on the field.,Monster
Cloudian - Sheep Cloud,Super Rare,When this card is destroyed by battle and sent to the Graveyard Special Summon 2 Cloudian Tokens (Fairy-Type/WATER/Level 1/ATK 0/DEF 0) in Defense Position. These tokens cannot be Tributed for a Tribute Summon unless it is for a Cloudian monster.,Monster
Cloudian - Poison Cloud,Common,When this face-up card attacks or is attacked and its destroyed by battle and sent to the Graveyard destroy the monster that destroyed it and then inflict 800 damage to your opponent.,Monster
Cloudian - Acid Cloud,Rare,This cannot be destroyed by battle. If this is in the face-up Defense Position destroy it. When you Normal Summon this card place 1 Fog Counter on it for each Cloudian monster on the field. You can remove 2 Fog Counters from this card to destroy 1 Spell or Trap Cards.,Monster
Cloudian - Cirrostratus,Rare,This cannot be destroyed by battle. If this is in the face-up Defense Position destroy it. When you Normal Summon this card place 1 Fog Counter on it for each Cloudian monster on the field. You can remove 2 Fog Counters from this card to destroy 1 monster on the field.,Monster
Cloudian - Altus,Rare,This cannot be destroyed by battle. If this is in the face-up Defense Position destroy it. When you Normal Summon this card place 1 Fog Counter on it for each Cloudian monster on the field. You can remove 3 Fog Counters from anywhere on the field to discard 1 random card from your opponents hand.,Monster
Cloudian - Turbulence,Common,This cannot be destroyed by battle. If this is in the face-up Defense Position destroy it. When you Normal Summon this card place 1 Fog Counter on it for each Cloudian monster on the field. You can remove 1 Fog Counters from this card to Special Summon 1 Cloudian - Smoke Ball from your Deck or from either players Graveyard.,Monster
Truckroid,Common,When this card destroys a monster your opponent controls by battle and sends it to the Graveyard equip it to this card.  This card gains ATK equal to the combined ATK of the equipped card(s).,Monster
Stealthroid,Common,If this card attacks destroy 1 Spell or Trap Card at the end of the Battle Phase if you control another Roid monster.,Monster
Expressroid,Rare,When you Summon this card you can add 2 roid monsters from your Graveyard to your hand except Expressroid.,Monster
Gladiator Beast Alexander,Ultra Rare,This card cannot be Special Summoned except by the effect of Gladiator Beast Dimacan. If this card was Special Summoned it is unaffected by the effects of Spell Cards. At the phase of the Battle Phase if this card attacks or was attacked you can return it to the Deck to Special Summon 1 Gladiator Beast monster from your Deck except Gladiator Beast Alexander.,Monster
Gladiator Beast Spartacus,Rare,This card cannot be Special Summoned except by the effect of Gladiator Beast Hoplomus. When this card is Special Summoned add 1 Gladiator Beast Equip Spell Card from your Deck to your hand. At the phase of the Battle Phase if this card attacks or was attacked you can return it to the Deck to Special Summon 1 Gladiator Beast monster from your Deck except Gladiator Beast Spartacus.,Monster
Gladiator Beast Murmillo,Rare,When this card is Special Summoned by the effect of a Gladiator Beast monster destroy 1 face-up monster on the field. If this card battles by returning it from the field to the Deck at the end of the Battle Phase you can Special Summon 1 Gladiator Beast monster from your Deck except Gladiator Beast Murmillo.,Monster
Gladiator Beast Bestiari,Common,When this card is Special Summoned by the effect of a Gladiator Beast monster destroy 1 Spell or Trap Card. At the phase of the Battle Phase if this card attacks or was attacked you can return it to the Deck to Special Summon 1 Gladiator Beast monster from your Deck except Gladiator Beast Bestiari.,Monster
Gladiator Beast Laquari,Rare,If this card was Special Summoned by the effect of a Gladiator Beast monster its original ATK is 2100. At the phase of the Battle Phase if this card attacks or was attacked you can return it to the Deck to Special Summon 1 Gladiator Beast monster from your Deck except Gladiator Beast Laquari.,Monster
Gladiator Beast Hoplomus,Common,If this card was Special Summoned by the effect of a Gladiator Beast monster its original DEF is 2400. At the phase of the Battle Phase if this card attacks or was attacked you can return it to the Deck to Special Summon 1 Gladiator Beast monster from your Deck except Gladiator Beast Hoplomus.,Monster
