name,rarity,description,type
Lots or None At All,,When Revealed: If there is a Troll enemy in the staging area. Sack 1. If there are no Troll enemies in the staging area. this card gains Doomed 2. ,Treachery
A Nice Pickle,,When Revealed: Place the top X cards of the encounter discard pile on the bottom of the encounter deck. X is equal to twice the number of players in the game. ,Treachery
Roast Em or Boil Em!,,When Revealed: Deal 1 damage to each ally. (2 damage instead if there is a Troll enemy in the staging area.) ,Treachery
Hungry Troll,,When Revealed: The first player chooses a Troll enemy in the staging area and engages that enemy. If there are no Troll enemies in the staging area. this card gains Surge. ,Treachery
No Campfire,,When Revealed: Each player must choose one: increase his threat by 4. or reveal an additional encounter card from the encounter deck and add it to the staging area. ,Treachery
Wind Whipped Rain,,When Revealed: Discard all non-treasure. non-objective attachments in play. ,Treachery
More Like A Grocer,,When Revealed: Discard all [Baggins] resources. ,Treachery
Goblin Axeman,,Goblin Axeman gets +1 Attack for each Cave location in play.,Enemy
Goblin Miners,,Goblin Miners gets +1 Defense for each Cave location in play.,Enemy
Goblin Runners,,,Enemy
Goblin Driver,,When revealed: The first player exhausts 1 character he controls.,Enemy
Goblin Bent-Swords,,If The Great Goblin is in the victory display. this card gains Surge.,Enemy
The Great Goblin,,Forced: After The Great Goblin attacks. discard X cards from the encounter deck where X is the number of players in the game. Add each Goblin enemy discarded by this effect to the staging area.,Enemy
Stone Giant,,While at least one Stone-Giant is in the staging area. the Galloping Boulders card gains surge. Forced: After Stone-Giant engages a player. that player chooses and discards 1 ally he controls. ,Enemy
The Goblins Caves,,While The Goblins Caves is the active location. Goblin enemies get +1 [Threat].,Location
Front Porch,,While Front Porch is the active location. players cannot attack Goblin enemies. Action: The first player may spend 2 [Baggins] resources to treat Front Porchs printed text box as if it were blank until the end of the round.,Location
Great Cavern Room,,"While Great Cavern Room is the active location. it gains ""Forced: After a player engages a goblin enemy. he must deal 1 damage to a character he controls."" Forced: When faced with the option to travel. if The Great Goblin is in the victory display the players must travel to the Great Cavern Room if able.",Location
Overhanging Rock,,"While Overhanging Rock is the active location. it gains: ""Action: spend 1 [Baggins] resource to look at the top 2 cards of your deck. Add 1 of those to your hand and discard the other."" ",Location
The High Pass,,X is the number of players in the game. Forced: At the end of the round. remove X progress tokens from the current quest. ,Location
Grip. Grab! Pinch. Nab!,,When Revealed: Starting with the first player. each player must choose 1 Goblin enemy from the discard pile and add it to the staging area. ,Treachery
Chaos in the Cavern,,When revealed: All engaged enemies return to the staging area. Then. each Goblin enemy gets +1 [Threat] until the end of the phase.,Treachery
Galloping Boulders,,When revealed: The first player chooses a questing character. That characters takes 3 damage and is removed from the quest.,Treachery
Guffawing of Giants,,When Revealed: The first player chooses 1 Stone-giant in the staging area. At the end of the quest phase. that Stone-giant engages the player with the highest threat. If there are no Stone-giant cards in the staging area. search the encounter deck for 1 Stone-giant and add it to the staging area. ,Treachery
Gollum,,Forced: After the first player answers a riddle and fails to find at least 1 match. gollum attacks Bilbo Baggins. (Do not deal a shadow card for this attack).,Enemy
Great Gray Wolf,,Forced: If Great Grey wolf is dealt a shadow card with a riddle. return all Creature enemies to the staging area at the end of the combat phase. Riddle: The first player names a card type. sphere and cost. shuffles his deck. then discards the top 3 cards. For each of those cards that matches all three items. place 1 progress token on stage 2. ,Enemy
Wild Wargs,,Forced: If Wild Wargs is dealt a shadow card with a riddle. it gets +2 [Attack]. Riddle: The first player names a card type. shuffles his deck. and discards the top 2 cards. For each of those cards that matches. place 1 progress token on stage 2. ,Enemy
The Wargs Glade,,Forced: After a character takes damage from an attack made by a Creature enemy. remove 1 progress token from the current quest. Riddle: The first player names a sphere. shuffles his deck. and discards the top card. For each of those cards that matches. place 1 progress token on stage 2. ,Location
Lake in the Cavern,,X is twice the number of players in the game. Players cannot travel here. Immune to player card effects. Forced: After players advance to stage 3. remove Lake in the Cavern from the game. ,Location
Bilbos Magic Ring,,Attach to Bilbo Baggins. Action: When answering a riddle. spend 1 [Baggins] resource to discard an additional player card from the top of your deck. Action: Exhaust Bilbos Magic Ring and raise each players threat by 2 to add 1 [Baggins] resource to Bilgo Baggins resource pool.,Objective
Come Down Little Bird,,When revealed: Starting with the first player. each player must search the encounter deck and encounter discard pile for 1 Creature enemy and put it into play engaged with him. Then shuffle the encounter deck. Riddle: The first player names a card type and cost. shuffles his deck. then discards teh top 3 cards. For each of those cards that matches both items. place 1 progress on stage 2.,Treachery
It Likes Riddles,,When Revealed: The first player must choose to answer the riddle on this card. If he finds at least 1 match. discard cards from the encounter deck until another card with a riddle is discarded. Then. answer that riddle. Riddle: The first player names a cost. shuffles his deck. then discards the top 2 cards. For each of those cards that matches. place 1 progress token on stage 2. ,Treachery
Hiding in the Trees,,When Revealed: Characters get -1 [Willpower] and cannot attack until the end of the round. Riddle: The first player names a card type and sphere. shuffles his deck. then discards the top 3 cards. For each of those cards that matches both items. place 1 progress token on stage 2. ,Treachery
Whats In My Pocket,,When Revealed: The first player must choose to answer the riddle on this card. This effect cannot be canceled. Riddle: The first player names a sphere and cost. shuffles his deck. then discards the top 2 cards. For each of those cards that matches both items. place 1 progress token on stage 2. ,Treachery
Not Fair! Not Fair!,,When Revealed: The first player names a card type and then discards the top 3 cards of the encounter deck. For each of those cards that does not match the named type. remove 1 progress token from stage 2. This effect cannot be canceled. ,Treachery
Bilbo Baggins (OtD),,"Bilbo Baggins does not count against the hero limit and cannot gain resources from non-treasure cards. The first player gains control of Bilbo Baggins.
Action: Spend one [Baggins] resource to search your deck for a treasure card and add it to your hand.
If Bilbo Baggins leaves play. the players have lost the game.",Hero
Balin,,Response: Play 1 resource from Balins resource pool to cancel a shadow effect just triggered during an attack. Then. deal the attacking enemy another shadow card. (Limit once per attack.),Hero
Bard the Bowman,,When Bard the Bowman makes a ranged attack. the enemy he attacks gets -2 [Defense] until the end of the phase.,Hero
Oin,,While you control at least 5 Dwarf characters. Oin gets +1 [Attack] and gains the [Tactics] resource icon.,Hero
Bombur (OtD),,When counting the number of Dwarf characters you control. Bombur counts as two.,Hero
Gloin,Unique,"While you control at least 5 Dwarf characters. Gloin gains: ""Response: After you play Gloin from your hand. choose a hero. Add 2 resources to that heros resource pool.""",Ally
Bifur,Unique,"While you control at least 5 Dwarf characters. Bifur gains: ""Response: After you play Bifur from your hand. draw 2 cards.""",Ally
Dwalin,Unique,While you control at least 5 Dwarf characters. lower the cost to play Dwalin by 2.,Ally
Straight Shot,,Action: Exhaust a Weapon attachment to choos a non-unique enemy with 0 [Defense]. Discard the chosen enemy.,Event
Desperate Alliance,,Action: Choose a hero you control. Until the end of the phase. give control of that hero and all resouces in that heros resource pool to another player. (Limit 1 per phase),Event
Ravens of the Mountain,,"Action: Exhaust a hero you control to shuffle the encounter decks and reveal (Erratad to ""look at"") its top card. Place progress tokens on the current quest equal to the revealed cards [Threat]. Then put that card back on top of the encounter deck.",Event
To Me! O My Kinsfolk!,,Action: If you control at least 1 Dwarf hero. put a Dwarf ally from your discard pile into play under your control. Put that ally on the bottom of your deck at the end of a phase.,Event
The Lucky Number,,Action: Choose a character in play (other than Bilbo Baggins). Add Bilbo Baggins total [Willpower]. [Attack]. and [Defense] to that characters [Willpower]. [Attack]. and [Defense] respectively until the end of the phase. ,Event
Great Yew Bow,,"Attach to a hero with the printed Ranged keyword.
Restricted.
Combat Action: Choose an enemy in the staging area. Exhaust Great Yew Bow and attached hero to make a ranged attack against that enemy. Declare attached hero as the attacker. No other attackers can be declared for this attack.",Attachment
Black Arrow,Unique,"Limit 1 per deck.
Attach to a hero with Ranged.
Response: After attached hero declares an attack. add Black Arrow to the victory display to give attached hero +5 [Attack] for this attack.",Attachment
Thrors Key,Unique,"Response: After a location is added to the staging area. attach Thrors Key to that location. While attached to a location. Thrors Key gains: ""Treat attached locations printed text box as blank. except for traits.""",Attachment
Expert Treasure-hunter,,"Attach to a hero.
Response: After attached hero quests successfully. name a card type and discard the top card of your deck. If the discarded card is the named type. take it into your hand.",Attachment
King Under the Mountain,Unique,"Attach to a Dwarf hero.
Action: Exhaust King Under the Mountain to look at the top 2 cards of your deck. Add 1 to your hand and discard the other.",Attachment
Bilbos Magic Ring,Unique,"Attach to Bilbo Baggins.
Action: Exhaust Bilbos Magic Ring and raise your threat by 1 to gain 1 [Baggins] resource. (Limit once per round.)
Response: After Bilbo Baggins exhausts to defend an attack. exhaust Bilbos Magic Ring and raise your threat by 3 to cancel all damage from this attack.",Treasure
The Arkenstone,Unique,"Attach to a hero.
Action: Exhaust The Arkenstone and raise your threat by X to lower by the X the cost of the next ally you play this phase that matches the attached heros sphere.",Treasure
Mithril Shirt,Unique,"Attach to Bilbo Baggins.
Attached hero gets +1 [Defense] and +1 hit point.",Treasure
Thrors Battle Axe,Unique,"Attach to a hero. Restricted.
Attached hero gets +2 [Attack].
Response: After attached hero attacks and destroys an enemy. deal 1 damage to another engaged with you.",Treasure
Thrors Hunting Bow,Unique,"Attach to a hero. Restricted.
Attached hero gains Ranged.
When making a ranged attack. attached hero gets +2 [Attack]",Treasure
Thrors Golden Cup,Unique,"Attach to a hero.
Action: Add Thrors Golden Cup to the victory display to draw 3 cards.",Treasure
The Spiders Glade,,"Immune to player card effects.
Travel: Exhaust Bilbo Baggins to travel here.
Forced: At the start of each quest phase. search the encounter deck for 1 Spider enemy and add it to the staging area. (2 Spider enemies instead if 3 or more players are at this tage.) Shuffle the encounter deck.",Location
Giant Web,,"While Giant Web is the active location. each character gets -1 [Willpower]. -1 [Attack]. and -1 [Defense] for each poison it has.
Response: After Giant Web leaves play as an explored location. ready an unconscious character.",Location
Forest Stream,,"While Forest Stream is the active location. poisoned characters cannot quest.
Response: After Forest Stream leaves play as an explored location. discard 4 poison. ",Location
Old Tomnoddy,,"Venom.
Forced: At the end of each round. each player must give a hero he controls 1 poison.",Enemy
Crazy Cob,,"Venom.
When Revealed: This enemy attacks the character with the most poison attached. ",Enemy
Lazy Lob,,"Venom.
When Revealed: Each character committed to the quest gets 1 poison. ",Enemy
Fat Spider,,"Venom.
This enemy gets +3 [Attack] while engaged with a player who controls at least 1 poisoned character. ",Enemy
Wicked Spider,,"Venom.
Forced: When this enemy attacks. defending player must attach 1 poison to a character he controls.",Enemy
Caught in Webs,,When Revealed: Choose a hero to be removed from the quest and make that hero unconscious. If no hero was removed from the quest by this effect. this card gains surge. ,Treachery
Poisoned by Spiders,,When Revealed: Each character takes damage equal to the number of poison it has. If no characters were damaged by this effect. this card gains surge.,Treachery
Hidden Path,,"While Hidden Path is the active location. locations in the staging area get -1 [Threat].
Travel: Spend 2 [Baggins] resources to travel here. ",Location
Dark Bats,,"Forced: After Dark Bats damages a character. attach it to that character. (While attached. counts as a Condition attachment with the text: ""Attached character gets -1 [Willpower]. -1 [Attack]. and -1 [Defense]."")",Enemy
Fighting Among Friends,,When Revealed: The first player names a sphere. Then. all non-[Baggins] characters who do not belong to the named sphere are removed from the quest. ,Treachery
Weighed Down,,When Revealed: Until the end of the round. exhausted characters get -1 [Willpower]. -1 [Attack]. and -1 [Defense].,Treachery
A Bare Patch,,"While attached. Smaug the Magnificent gets -3 [Defense].
Response: After the players quest successfully. the first player makes a burgle attempt. If successful. attach A Bare Patch to Smaug the Magnificent.",Objective
Smaug the Golden,Unique,"Indestructible. Immune to player card effects. Cannot be engaged.
X is the number of non-Burglar characters committed to the quest.
Forced: After the 6th progress token is placed here. the players advance to stage 4A.",Enemy
Smaug the Magnificent,Unique,"Indestructible. Immune to player card effects.
Cannot leave the staging area (except by quest effect) but is considereed to be engaged with the first player.
Forced: If Smaug the Magnificent is deat a shadow card with a burgle effect. he makes an additional attack immediately after this one.",Enemy
Croaking Crows,,"Forced: When a location is revealed from the encounter deck. put 1 progress on Smaug the Golden.
Burgle: The first player shuffles his deck and reveals the top card. He may discard 1 card from his hand that matches the revealed cards sphere and type.",Enemy
The Lonely Mountain,Unique,"While at least 1 carde is stacked underneath. The Lonley Mountain is immune to player card effects. cannot leave the staging area. and gets -2 [Threat] for each card stacked under it.
Action: While making a burgle attaempt. the first player may spend 2 [Baggins] resrouces to take the revealed card into hand and reveal the next card of his deck.",Location
Great Hall,,"While Great Hall is the active location. it gains: ""Forced: Put 1 progress token on Smaug the Golden at the end of each round.""
Burgle: The first player shuffles his deck and reveals the top card. He may discard 3 cards from his hand that match the revealed cards type. ",Location
Secret Entrance,,"While Secret Entrance is the active location. The Lonely Mountains [Threat] is reduced by half (round up).
Travel: The first player must exhaust a hero and name a card type to travel here. Then. reveal the top card of the encounter deck. If the revealed card is not the named type. return Secret Entrance to the staging area. (The players cannot travel again this round.)",Location
Desolation of Smaug,,"While Desolation of Smaug is the active location. the first treachery card revealed each round gains surge.
Burgle: The first player shuffles his deck and reveals the top card. He may discard 2 cards from his hand that match the revealed cards cost. ",Location
Western Slopes,,"Response: When Western Slopes leaves play as an explored location (choose one): the first player draws 2 cards. or removes 1 progress token from Smaug the Golden.
Burgle: The first player shuffles his decks and reveals the top card. He may discard 2 cards from his hand that match the revealed cards sphere.",Location
Pretending to Sleep,,"When Revealed: Put 1 progress token on Smaug the Golden. Then spend X [Baggins] resources or advance to stage 4A. X is the number of progress tokens on Smaug the Golden.
Burgle: The first player shuffles his decks and reveales the top card. He may discard 2 cards from his hand that match the revealed cards type.",Treachery
Known to an Ounce,,"When Revealed: Each player discards 2 random cards from hand. Until the end of the phase. each Dragon enemy in play gets +1 [Threat] for each event discarded by this effect.
Burgle: The first player shuffles his deck and reveals the top card. He may discard 1 card from his hand that matches the revealed cards sphere and cost. ",Treachery
Belching Fire,,"When Revealed: Each Dragon enemy in the staging area makes an immediate attack against the player with the highest total [Willpower] committed to the quest. (Do not deal a shadow card for this attack.)
Burgle: The first player shuffles his deck and reveals the top card. He may discard 1 card from his hand that matches the revealed cards type and cost. ",Treachery
Dragon-Spell,,"When Revealed: Attach to the hero with the most resources without Dragon-Spell attached. (Counts as a Condition attachment with the text: 
""Attached hero gets -1 [Willpower] for each resource in its resource pool.
Forced: When attached hero spends resources. attached hero takes X damage. X is equal to the number of resources spent"") ",Treachery
Misty Mountain Eagle,,Action: The first player may spend 2 [Baggins] resources to (choose one): take control of Misty Mountain Eagle. or discard this ally to discard a non-unique enemy in the staging area.,Objective - Ally
Bolg,Unique,"X is the number of players in the game.
Immune to player card effects.
Cannot leave the staging area.
The first Goblin revealed each round gains surge. ",Enemy
Bodyguard of Bolg,,"Bolg cannot take damage.
Forced: When this enemy attacks. deal it an additional shadow card for each quest stage in play with no progress tokens on it.",Enemy
Gundabad Wolf Rider,,Forced: When this enemy attacks. remove 1 progress from the current quest. ,Enemy
Gundabad Climber,,When Revealed: Remove 1 progress from every quest stage in play. (2 progress instead if 3 or more players in the game.) ,Enemy
Vanguard of Bolg,,This enemy gets +1 [Threat]. +1 [Attack]. and +1 [Defense] for each quest stage in play with no progress on it.,Enemy
Gundabad Archer,,When Revealed: Each player must deal 2 damage to a character he controls. ,Enemy
Ravenous Worgs,,Forced: When Ravenous Wargs attacks. the defending player must declare the character he controls with the most damage as the defender. (Even if exhausted.),Enemy
Northern Slopes,,"While Northern Slopes is in the staging area. each Goblin enemy gets +1 [Attack] and +1 [Defense].
While Northern Slopes is the active location. it gains: ""Forced: When a character leaves play. remove 1 progress from the current quest if able.""",Location
Ruins of Dale,Unique,"Immune to player card effects.
Forced: Remove 2 progress from stage 3B at the end of each round. if able.
Travel: Spend 3 [Baggins] resources to travel here. (1 [Baggins] instead if stage 3B is the current quest.)",Location
Ravenhill,Unique,"Immune to player card effects.
Forced: Remove 2 progress from stage 4B at the end of each round. if able.
Travel: Spend 3 [Baggins] resources to travel here. (1 [Baggins] instead if stage 4B is the current quest.)",Location
The Front Gate,Unique,"Immune to player card effects.
Forced: Remove 2 progress from stage 2B at the end of each round. if able.
Travel: Spend 3 [Baggins] resources to travel here. (1 [Baggins] instead if stage 2B is the current quest.)",Location
Hatred Rekindled,,When Revealed: Each enemy engaged with a player makes an immediate attack. Do not deal shadow cards for attacks made by this effect. If no attacks were made by this effect. this card gains surge. ,Treachery
Goblins are Upon You!,,When Revealed: Each player must serarch the encounter deck and discard pile for a Goblin enemy and put it into play. engaged with him. Then. shuffle the encounter deck. (This effect cannot be canceled.)  ,Treachery
Heedless of Order,,When Revealed: Choose a different quest to be the current quest until the end of the round. if able. If the current quest did not change as a result of this effect. this card gains Doomed 3. ,Treachery
Into Mirkwood,,"Side A: Setup: Each player may shuffle 1 copy Bilbos Magic Ring into his deck. Search the encounter deck for The Spiders Glade and set it aside. out of play. Then. shuffle the encounter deck and reveal 1 encounter card per player.
Side B: Unconscious characters cannot quest. attack. defend. collect resources. trigger abilities. be poisoned. or ready (except by effects that target unconscious characters).",Quest
Lost in the Dark,,"Side B: When Revealed: Reveal stage 3 and create a separate staging area for the first player using that stage. Then. all other players advance to stage 4. 

Errata [FAQ 1.5] When Revealed: Reveal stage 3 and create a separate staging area for the first player using that stage. If there are no other players in the game. discard this stage and each card in its staging area. All other players advance to stage 4.",Quest
Captured by Spiders,,"Side A: When Revealed: Remove all resources from each heros resource pool. Then. make each character you control (except Bilbo Baggins) unconscious.
Side B: Unconscious characters cannot quest. attack. defend. collect resources. trigger abilities. be poisoned. or ready (except by effects that target unconscious characters).
Do not pass the first player token. When this stage is complete. do not advance to stage 4 until the end of the quest phase. (Combine staging areas if necessary.)
Action: Spend 2 [Baggins] resources to ready an unconscious character you control. ",Quest
Battle with the Spiders,,"Side A: When Revealed: Add The Spiders Glade to the Staging area.
Side B: Unconscious characters cannot quest. attack. defend. collect resources. trigger abilities. be poisoned. or ready (except by effects that target unconscious characters).
Progress cannot be placed on this stage while The Spiders Glade is in play
Action: Spend 2 [Baggins] resources to ready an unconscious character you control.
If the players defeat this stage. they have won the game and discovered the treasure card Bilbos Magic Ring. ",Quest
A Warm Welcome,,"Side A: Setup: Search the encounter deck for Smaug the Golden. Smaug the Magnificent. The Lonely Mountain. and A Bare Patch. Set Smaug the Magnificent and A Bare Patch aside. out of play. Add Smaug the Golden and The Lonely Mountain to the staging area. Shuggle the five Erebor treasure cards and stack them facedown under The Lonely Mountain.
Side B: Skip the Quest pahse.
Forced: At the end of round. advance to stage 2. ",Quest
The Burglars Turn,,"Side B: Forced: After questing successfully. place 1 progress on Smaug the Golden. Then. the first player makes a burgle attempt. If successful. the first player takes the top treasure card from under The Lonely Mountain into his hand. Then. the players may advance to stage 3.
Forced: After the first player makes an unsuccesful burgle attempt. Smaug the Golden attacks the first player.",Quest
Inside Information,,"Side A: When Revealed: Set Smaug the Golden aside. out of play. Add Smaug the Magnificent and A Bare Patch to the staging area.
Side B: Players cannot defeat this stage while Smaug the Magnificent is in play.
Forced: If the total number of progress on this stage is greater than the total remaining hit points on Smaug the Magnificent. remove Smaug the Magnificent from play.
If the players defeat this stage. they have won the game and discovered any treasure successfully burgled from The Lonely Mountain. ",Quest
Thieves! Fire! Murder!,,"Side A: When Revealed: Remove all progress from Smaug the Golden and set him aside. out of play. Then. add Smaug the Magnificent to the staging area.
Side B: After placing the 7th progress token on this stage. remove all damage from Smaug the Magnificent and set him aside. out of play. Then add Smaug the Golden to the staging area and reset the quest deck to stage 2B.",Quest
The Gathering of Clouds,,"Side A: Setup: Search the encounter deck for Bolg and add it to the staging area. Then shuffle the encounter deck and reveal 1 encounter card per player.
Side B: When Revealed: Put stage 2. stage 3. and stage 4 into play at the same time. Then. remove this stage from play.",Quest
The Eastern Spur,,Side B: Forced: If there is no progress on this stage at the end of the round. each player must discard 1 random card from his hand.,Quest
Battle in the Dale,,"Side B: Players cannot advance from this stage unless stage 2 and stage 4 are complete.
Battle. (Characters use [Attack] instead of [Willpower] when questing here.)
Forced: If there is no progress on this stage at the end of the round. the first player adds the topmost enemy in the discard pile to the staging area. if able. ",Quest
The Defense of Ravenhill,,"Side B: Players cannot advance from this stage unless stage 2 and stage 3 are complete.
Siege. (Characters use [Defense] instead of [Willpower] when questing.
Forced: If there is no progress on this stage at the end of the round. each player must discard all resources from each heros resource pool.",Quest
The Clouds Burst,,"Side B: When Revealed: Each player must search the encounter deck and discard pile for a copy of Bodyguard of Bolg and add it to the staging area. if able. Shuffle the encounter deck.
Progress cannot be placed on this stage. While Bolg is in the staging area. it is considered to be engaged with the first player.
If Bolg is destroyed. the players win the game.",Quest
Frodo Baggins,Unique,Response: Spend 1 [Fellowship] resource and exhaust The One Ring to cancel the effects of an encounter card just revealed from the encounter deck. Shuffle that card back into the encounter deck and reveal another encounter card. ,Hero
Sam Gamgee,Unique,Response: After you engage an enemy with a higher engagement cost than your threat. ready Sam Gamgee. He gets +1 [Willpower]. +1 [Attack]. and +1 [Defense] until the end of the round.,Hero
Merry,Unique,"Merry gets +1 [Attack] for each Hobbit hero you control.
Response: After Merry participates in an attack that destroys an enemy. ready another character that participated in that attack. ",Hero
Pippin,Unique,"Each enemy in play gets +1 engagement cost for each Hobbit hero you control.
Response: After you engage an enemy with a engagement cost higher than your threat. draw a card. ",Hero
Fatty Bolger,Unique,Action: Exhaust Fatty Bolger to choose an enemy in the staging area and raise your threat by that enemys [Threat]. Until the end of the phase. that enemy does not contribute its [Threat]. (Limit once per round.) ,Hero
Bill the Pony,Unique,"Lower the cost to play Bill the Pony by 2 if you control Sam Gamgee. Cannot have attachments.
Each Hobbit character gets +1 hit point.",Ally
Barliman Butterbur,Unique,If each hero you control has the Hobbit trait. damage from undefended attacks against you may be assigned to Barliman Butterbur.,Ally
Farmer Maggot,Unique,Response: After Farmer Maggot enters play. deal 1 damage to an enemy engaged with you. (Deal 2 damage instead if that enemys engagement cost is highger than your threat.),Ally
Halfling Determination,,Action: Choose a Hobbit character. That character gets +2 [Willpower]. +2 [Attack]. and +2 [Defense] until the end of the phase. ,Event
Smoke Rings,,Action: Reduce your threat by 1 for each Pipe you control. Each hero with a Pipe attachment gets +1 [Willpower] until the end of the phase.,Event
Take No Notice,,"Lower the cost to play Take No Notice by 1 for each Hobbit or Ranger hero you control.
Action: Add 5 to each enemys engagement cost until the end of the round. ",Event
Frodos Intuition,,Action: Each hero you control gets +1 [Willpower] until the end of the round. Draw 1 card for each Hobbit hero you control.,Event
Hobbit Cloak,,"Attach to a Hobbit hero. Limit 1 per hero.
Attached hero gets +2 [Defense] while defending against an attack made by an enemy with an engagement cost higher than your threat. ",Attachment
Dagger of Westernesse,,"Attach to a hero. Restricted.
Attached hero gets +1 [Attack] (+2 [Attack instead if attacking an enemy with an engagement cost higher than your threat). ",Attachment
Hobbit Pipe,,"Attach to a Hobbit. Limit 1 per character.
Response: After your threat is reduced by an event card effect. exhaust Hobbit Pipe to draw a card.",Attachment
Elf-stone,,"Attach to the active location. Attached location gets +1 quest point. 
Response: After attached location leaves play as an explored location. the first player puts 1 ally into play from his hand.",Attachment
Mr. Underhill,,"Setup: Attach to the Ring-bearer.
Action: Add Mr. Underhill to the victory display to choose an enemy engaged with you. Until the end of the round. that enemy cannot attack you.",Attachment
Tireless Ranger,,"Setup: Attach to a hero.
Attached hero gets +1 [Defense] and gains the Ranger trait.",Attachment
Skilled Healerr,,"Setup: Attach to a hero. 
Attached hero gets +2 hit points and gains the Healer trait.",Attachment
Valiant Warrior,,"Setup: Attach to a hero.
Attached hero gets +1 [Attack] and gains the Warrior trait. ",Attachment
Noble Hero,,"Setup: Attach to a hero.
Attached hero gets +1 [Willpower] and gains the Noble trait.",Attachment
Three is Company,,"Side A: Setup: Set Bucklebury Ferry aside. out of play. Add 1 Black Rider to the staging area and make Bag End the active location. Shuffle the encounter deck.
Side B: When a player fails a Hide test. each Nazgul enemy in the staging area engages that player. (Trigger Forced effects after resolving this effect.)
The players cannot advance unless Bag End is in the victory display. ",Quest
A Shortcut to Mushrooms,,"Side A: When Revealed: The first player searches the encounter deck and discard pile for a Black Rider. reveals it (cannot be canceled). and adds it to the staging area. 
Shuffle the encounter deck.
Side B: When a player makes a Hide test. add 1 to the total [Threat] for each ally that player controls.
When a player fails a Hide test. each Nazgul enemy in the staging area engages
that player. (Trigger Forced effects after resolving this effect.) ",Quest
Escape to Buckland,,"Side A: When Revealed: Add Bucklebury Ferry to the staging area.
Side B: When Revealed: The first player searches the encounter deck and discard pile for a Black Rider. reveals it (cannot be canceled). and adds it to the staging area. 
Shuffle the encounter deck.
When a player fails a Hide test. each Nazgul enemy in the staging area engages that player. (Trigger Forced effects after resolving this effect.)
Response: After a player makes a successful Hide test. place X progress on a non-unique location in play. X is twice the number of players in the game. ",Quest
Trouble in Bree,,"Side A: Setup: Set all copies of Ringwraith. The Witch-king. Midgewater. and Weathertop aside. out of play. Add The Prancing Pony and Bill Ferny to the staging area. 
Shuffle the encounter deck.
Side B: The players cannot advance while The Prancing Pony is in play.",Quest
Into the Wild,,"Side A: When Revealed: Add Midgewater to the staging area. Each player places 1 progress on the current quest.
Sicde B: Forced: At the end of the round. either remove X progress from the current quest or shuffle 1 out of play Ringwraith into the encounter deck. X is the number of players in the game.
The players cannot advance while Midgewater is in play. ",Quest
The Ringwraiths Attack,,"When Revealed: Add Weathertop and The Witch-king to the staging area. Search the encounter deck and discard pile and add each Nazgul enemy found to the staging area. Shuffle the encounter deck.
If there are no Nazgul enemies in play. the players win the game. 
",Quest
Pursued by the Enemy,,"Side A: Setup: Shuffle each burden card from the Flight to the Ford burden set into a Burden deck. Attach An Evil Wound to the Ring-bearer. Set Ford of Bruinen and The Witch-king aside. out of play. Add The Last Bridge and 1 Fell Rider per player to the staging area. Set the Ring-bearer’s life at 15. Shuffle the encounter deck.

Side B: The players cannot advance unless The Last Bridge is in the victory display.
Forced: At the end of the round. reduce the Ring-bearer’s life by 1. ",Quest
Race to Rivendell,,"Side B: When Revealed: Add Ford of Bruinen and The Witch-king to the staging area.
While at least 1 Nazgul enemy is in play. Race to Rivendell gets +15 quest points.
Forced: At the end of the round. reduce the Ring-bearer’s life by 1.
If the players defeat this stage. they have won the game.",Quest
A Shadow of the Past,,"The Lord of the Rings Part 1 
You are playing Campaign Mode.
Setup: Attach Mr. Underhill to the Ring-bearer. Add Gandalfs Delay to the staging area. Shuffle Gildor Inglorion and The Ring Draws Them into the encounter deck.

Resolution: Choose Gandalfs Delay or The Ring Draws Them and add it to the Campaign Pool. Then. choose Gildor Inglorion or Mr. Underhill and add it to the Campaign Pool. The chosen cards have been earned by the players. ",Campaign
Bag End,Unique,Response: After Bag End leaves play. each player draws 1 card for each Hobbit hero he controls.,Location
Woody End,Unique,While Woody End is the active location. reduce each Hide X value by 1.,Location
Stock-brook,Unique,When Revealed: Immediately travel to Stock-brook. If another location is currently active. return it to the staging area.,Location
Bamfurlong,Unique,Response: After the players travel to Bamfurlong. each player engaged with a Nazgul enemy may ready a hero he controls.,Location
Bucklebury Ferry,Unique,"Immune to player card effects.
While there is at least 1 other location in play. the players cannot travel here. 
Travel: The first player must make a Hide 3 test to travel here.
After Bucklebury Ferry leaves play as an explored location. the players win the game. ",Location
Green Hill Country,,"While Green Hill Country is the active location. characters get +1 [Willpower] while committed to Hide tests. 
Shadow: Attacking enemy gets +1 [Attack](+2 [Attack] instead if you have failed a Hide test this round)",Location
Stock Road,,"While Stock Road is in the staging area. add 2 to the total [Threat] of the discarded cards when a player resolves a Hide test.
Travel: The first player must make a Hide 1 test to travel here. ",Location
The Marish,,Forced: After a player fails a Hide test. shuffle a Nazgul enemy from the discard pile into the encounter deck. if able.,Location
Black Rider,,"Cannot have non-Morgul attachments. 
Forced: After engaged player fails a Hide test. Black Rider makes an immediate attack. ",Enemy
Evil Crow,,While Evil Crow is engaged with a player. that player adds 1 to the Hide value for each Hide test he makes. ,Enemy
Crawling Towards Him,,When Revealed: If you have failed a Hide test this phase. remove each character you control from the quest.  ,Treachery
Hunting for the Ring,,When Revealed: Starting with the last player. each player must either return a Nazgul enemy engaged with him to the staging area or make a Hide 2 test. ,Treachery
